,cve,epss,date
581,CVE-2025-10147,0.00192,2025-12-02
582,CVE-2025-10412,0.00224,2025-12-02
583,CVE-2025-59834,0.01002,2025-12-02
584,CVE-2025-6921,0.00076,2025-12-02
585,CVE-2025-7045,0.00384,2025-12-02
586,CVE-2025-8268,0.00115,2025-12-02
587,CVE-2025-9054,0.00147,2025-12-02
588,CVE-2025-9321,0.00112,2025-12-02
589,CVE-2025-9816,0.00141,2025-12-02
590,CVE-2025-10137,0.00081,2025-12-03
591,CVE-2025-10147,0.00192,2025-12-03
592,CVE-2025-10412,0.00224,2025-12-03
593,CVE-2025-59834,0.01002,2025-12-03
594,CVE-2025-6921,0.00076,2025-12-03
595,CVE-2025-7045,0.00384,2025-12-03
596,CVE-2025-8268,0.00115,2025-12-03
597,CVE-2025-9054,0.00147,2025-12-03
598,CVE-2025-9321,0.00112,2025-12-03
599,CVE-2025-9816,0.00141,2025-12-03
600,CVE-2025-10137,0.00081,2025-12-04
601,CVE-2025-10147,0.00192,2025-12-04
602,CVE-2025-10412,0.00224,2025-12-04
603,CVE-2025-59834,0.01002,2025-12-04
604,CVE-2025-6921,0.00076,2025-12-04
605,CVE-2025-7045,0.00384,2025-12-04
606,CVE-2025-8268,0.00115,2025-12-04
607,CVE-2025-9054,0.00147,2025-12-04
608,CVE-2025-9321,0.00112,2025-12-04
609,CVE-2025-9816,0.00185,2025-12-04
610,CVE-2025-10137,0.00081,2025-12-05
611,CVE-2025-10147,0.00192,2025-12-05
612,CVE-2025-10412,0.00224,2025-12-05
613,CVE-2025-59834,0.01002,2025-12-05
614,CVE-2025-6921,0.00076,2025-12-05
615,CVE-2025-7045,0.00384,2025-12-05
616,CVE-2025-8268,0.00115,2025-12-05
617,CVE-2025-9054,0.00147,2025-12-05
618,CVE-2025-9321,0.00112,2025-12-05
619,CVE-2025-9816,0.00185,2025-12-05
620,CVE-2025-10137,0.00081,2025-12-06
621,CVE-2025-10147,0.00192,2025-12-06
622,CVE-2025-10412,0.00224,2025-12-06
623,CVE-2025-59834,0.01002,2025-12-06
624,CVE-2025-6921,0.00076,2025-12-06
625,CVE-2025-7045,0.00384,2025-12-06
626,CVE-2025-8268,0.00115,2025-12-06
627,CVE-2025-9054,0.00147,2025-12-06
628,CVE-2025-9321,0.00112,2025-12-06
629,CVE-2025-9816,0.00185,2025-12-06
630,CVE-2025-10137,0.00081,2025-12-07
631,CVE-2025-10147,0.00192,2025-12-07
632,CVE-2025-10412,0.00224,2025-12-07
633,CVE-2025-59834,0.01002,2025-12-07
634,CVE-2025-6921,0.00076,2025-12-07
635,CVE-2025-7045,0.00384,2025-12-07
636,CVE-2025-8268,0.00115,2025-12-07
637,CVE-2025-9054,0.00147,2025-12-07
638,CVE-2025-9321,0.00112,2025-12-07
639,CVE-2025-9816,0.00185,2025-12-07
640,CVE-2025-10137,0.00081,2025-12-08
641,CVE-2025-10147,0.00192,2025-12-08
642,CVE-2025-10412,0.00224,2025-12-08
643,CVE-2025-59834,0.01002,2025-12-08
644,CVE-2025-6921,0.00076,2025-12-08
645,CVE-2025-7045,0.00384,2025-12-08
646,CVE-2025-8268,0.00115,2025-12-08
647,CVE-2025-9054,0.00147,2025-12-08
648,CVE-2025-9321,0.00112,2025-12-08
649,CVE-2025-9816,0.00185,2025-12-08
650,CVE-2025-10137,0.00081,2025-12-09
651,CVE-2025-10147,0.00192,2025-12-09
652,CVE-2025-10412,0.00224,2025-12-09
653,CVE-2025-59834,0.01002,2025-12-09
654,CVE-2025-6921,0.00076,2025-12-09
655,CVE-2025-7045,0.00384,2025-12-09
656,CVE-2025-8268,0.00115,2025-12-09
657,CVE-2025-9054,0.00147,2025-12-09
658,CVE-2025-9321,0.00112,2025-12-09
659,CVE-2025-9816,0.00185,2025-12-09
660,CVE-2025-10137,0.00081,2025-12-10
661,CVE-2025-10147,0.00192,2025-12-10
662,CVE-2025-10412,0.00224,2025-12-10
663,CVE-2025-59834,0.01002,2025-12-10
664,CVE-2025-6921,0.00076,2025-12-10
665,CVE-2025-7045,0.00384,2025-12-10
666,CVE-2025-8268,0.00115,2025-12-10
667,CVE-2025-9054,0.00147,2025-12-10
668,CVE-2025-9321,0.00112,2025-12-10
669,CVE-2025-9816,0.00185,2025-12-10
670,CVE-2025-10137,0.00081,2025-12-11
671,CVE-2025-10147,0.00192,2025-12-11
672,CVE-2025-10412,0.00224,2025-12-11
673,CVE-2025-59834,0.01002,2025-12-11
674,CVE-2025-6921,0.00076,2025-12-11
675,CVE-2025-7045,0.00384,2025-12-11
676,CVE-2025-8268,0.00115,2025-12-11
677,CVE-2025-9054,0.00147,2025-12-11
678,CVE-2025-9321,0.00112,2025-12-11
679,CVE-2025-9816,0.00185,2025-12-11
680,CVE-2025-10137,0.00081,2025-12-12
681,CVE-2025-10147,0.00192,2025-12-12
682,CVE-2025-10412,0.00224,2025-12-12
683,CVE-2025-59834,0.01002,2025-12-12
684,CVE-2025-6921,0.00076,2025-12-12
685,CVE-2025-7045,0.00384,2025-12-12
686,CVE-2025-8268,0.00115,2025-12-12
687,CVE-2025-9054,0.00147,2025-12-12
688,CVE-2025-9321,0.00112,2025-12-12
689,CVE-2025-9816,0.00185,2025-12-12
690,CVE-2025-10137,0.00081,2025-12-13
691,CVE-2025-10147,0.00192,2025-12-13
692,CVE-2025-10412,0.00224,2025-12-13
693,CVE-2025-59834,0.01002,2025-12-13
694,CVE-2025-6921,0.00076,2025-12-13
695,CVE-2025-7045,0.00384,2025-12-13
696,CVE-2025-8268,0.00115,2025-12-13
697,CVE-2025-9054,0.00147,2025-12-13
698,CVE-2025-9321,0.00112,2025-12-13
699,CVE-2025-9816,0.00185,2025-12-13
700,CVE-2025-10137,0.00081,2025-12-14
701,CVE-2025-10147,0.00192,2025-12-14
702,CVE-2025-10412,0.00224,2025-12-14
703,CVE-2025-59834,0.01002,2025-12-14
704,CVE-2025-6921,0.00076,2025-12-14
705,CVE-2025-7045,0.00384,2025-12-14
706,CVE-2025-8268,0.00115,2025-12-14
707,CVE-2025-9054,0.00147,2025-12-14
708,CVE-2025-9321,0.00112,2025-12-14
709,CVE-2025-9816,0.00185,2025-12-14
710,CVE-2025-10137,0.00081,2025-12-15
711,CVE-2025-10147,0.00192,2025-12-15
712,CVE-2025-10412,0.00224,2025-12-15
713,CVE-2025-59834,0.01002,2025-12-15
714,CVE-2025-6921,0.00076,2025-12-15
715,CVE-2025-7045,0.00384,2025-12-15
716,CVE-2025-8268,0.00115,2025-12-15
717,CVE-2025-9054,0.00147,2025-12-15
718,CVE-2025-9321,0.00112,2025-12-15
719,CVE-2025-9816,0.00185,2025-12-15
720,CVE-2025-10137,0.00081,2025-12-16
721,CVE-2025-10147,0.00192,2025-12-16
722,CVE-2025-10412,0.00224,2025-12-16
723,CVE-2025-59834,0.01002,2025-12-16
724,CVE-2025-6921,0.00076,2025-12-16
725,CVE-2025-7045,0.00384,2025-12-16
726,CVE-2025-8268,0.00115,2025-12-16
727,CVE-2025-9054,0.00147,2025-12-16
728,CVE-2025-9321,0.00112,2025-12-16
729,CVE-2025-9816,0.00185,2025-12-16
730,CVE-2025-10137,0.00081,2025-12-17
731,CVE-2025-10147,0.00192,2025-12-17
732,CVE-2025-10412,0.00224,2025-12-17
733,CVE-2025-59834,0.01002,2025-12-17
734,CVE-2025-6921,0.00076,2025-12-17
735,CVE-2025-7045,0.00384,2025-12-17
736,CVE-2025-8268,0.00115,2025-12-17
737,CVE-2025-9054,0.00147,2025-12-17
738,CVE-2025-9321,0.00112,2025-12-17
739,CVE-2025-9816,0.00185,2025-12-17
740,CVE-2025-10137,0.00081,2025-12-18
741,CVE-2025-10147,0.00192,2025-12-18
742,CVE-2025-10412,0.00224,2025-12-18
743,CVE-2025-59834,0.01002,2025-12-18
744,CVE-2025-6921,0.00076,2025-12-18
745,CVE-2025-7045,0.00384,2025-12-18
746,CVE-2025-8268,0.00115,2025-12-18
747,CVE-2025-9054,0.00147,2025-12-18
748,CVE-2025-9321,0.00112,2025-12-18
749,CVE-2025-9816,0.00255,2025-12-18
750,CVE-2025-10137,0.00081,2025-12-19
751,CVE-2025-10147,0.00192,2025-12-19
752,CVE-2025-10412,0.00224,2025-12-19
753,CVE-2025-59834,0.01002,2025-12-19
754,CVE-2025-6921,0.00076,2025-12-19
755,CVE-2025-7045,0.00384,2025-12-19
756,CVE-2025-8268,0.00115,2025-12-19
757,CVE-2025-9054,0.00147,2025-12-19
758,CVE-2025-9321,0.00112,2025-12-19
759,CVE-2025-9816,0.00255,2025-12-19
760,CVE-2025-10137,0.00081,2025-12-20
761,CVE-2025-10147,0.00192,2025-12-20
762,CVE-2025-10412,0.00224,2025-12-20
763,CVE-2025-59834,0.01002,2025-12-20
764,CVE-2025-6921,0.00076,2025-12-20
765,CVE-2025-7045,0.00384,2025-12-20
766,CVE-2025-8268,0.00115,2025-12-20
767,CVE-2025-9054,0.00147,2025-12-20
768,CVE-2025-9321,0.00112,2025-12-20
769,CVE-2025-9816,0.00255,2025-12-20
770,CVE-2025-10137,0.00081,2025-12-21
771,CVE-2025-10147,0.00192,2025-12-21
772,CVE-2025-10412,0.00224,2025-12-21
773,CVE-2025-59834,0.01002,2025-12-21
774,CVE-2025-6921,0.00076,2025-12-21
775,CVE-2025-7045,0.00384,2025-12-21
776,CVE-2025-8268,0.00115,2025-12-21
777,CVE-2025-9054,0.00147,2025-12-21
778,CVE-2025-9321,0.00112,2025-12-21
779,CVE-2025-9816,0.00255,2025-12-21
780,CVE-2025-10137,0.00081,2025-12-22
781,CVE-2025-10147,0.00192,2025-12-22
782,CVE-2025-10412,0.00224,2025-12-22
783,CVE-2025-59834,0.01002,2025-12-22
784,CVE-2025-6921,0.00076,2025-12-22
785,CVE-2025-7045,0.00384,2025-12-22
786,CVE-2025-8268,0.00115,2025-12-22
787,CVE-2025-9054,0.00147,2025-12-22
788,CVE-2025-9321,0.00112,2025-12-22
789,CVE-2025-9816,0.00255,2025-12-22
790,CVE-2025-10137,0.00081,2025-12-23
791,CVE-2025-10147,0.00192,2025-12-23
792,CVE-2025-10412,0.00224,2025-12-23
793,CVE-2025-59834,0.01002,2025-12-23
794,CVE-2025-6921,0.00076,2025-12-23
795,CVE-2025-7045,0.00384,2025-12-23
796,CVE-2025-8268,0.00115,2025-12-23
797,CVE-2025-9054,0.00147,2025-12-23
798,CVE-2025-9321,0.00112,2025-12-23
799,CVE-2025-9816,0.00255,2025-12-23
800,CVE-2025-10137,0.00081,2025-12-24
801,CVE-2025-10147,0.00192,2025-12-24
802,CVE-2025-10412,0.00224,2025-12-24
803,CVE-2025-59834,0.01002,2025-12-24
804,CVE-2025-6921,0.00076,2025-12-24
805,CVE-2025-7045,0.00384,2025-12-24
806,CVE-2025-8268,0.00115,2025-12-24
807,CVE-2025-9054,0.00147,2025-12-24
808,CVE-2025-9321,0.00112,2025-12-24
809,CVE-2025-9816,0.00255,2025-12-24
810,CVE-2025-10137,0.00081,2025-12-25
811,CVE-2025-10147,0.00192,2025-12-25
812,CVE-2025-10412,0.00224,2025-12-25
813,CVE-2025-59834,0.01002,2025-12-25
814,CVE-2025-6921,0.00076,2025-12-25
815,CVE-2025-7045,0.00384,2025-12-25
816,CVE-2025-8268,0.00115,2025-12-25
817,CVE-2025-9054,0.00147,2025-12-25
818,CVE-2025-9321,0.00112,2025-12-25
819,CVE-2025-9816,0.00255,2025-12-25
820,CVE-2025-10137,0.00081,2025-12-26
821,CVE-2025-10147,0.00192,2025-12-26
822,CVE-2025-10412,0.00224,2025-12-26
823,CVE-2025-59834,0.01002,2025-12-26
824,CVE-2025-6921,0.00076,2025-12-26
825,CVE-2025-7045,0.00384,2025-12-26
826,CVE-2025-8268,0.00115,2025-12-26
827,CVE-2025-9054,0.00147,2025-12-26
828,CVE-2025-9321,0.00112,2025-12-26
829,CVE-2025-9816,0.00255,2025-12-26
830,CVE-2025-10137,0.00081,2025-12-27
831,CVE-2025-10147,0.00192,2025-12-27
832,CVE-2025-10412,0.00224,2025-12-27
833,CVE-2025-59834,0.01002,2025-12-27
834,CVE-2025-6921,0.00076,2025-12-27
835,CVE-2025-7045,0.00384,2025-12-27
836,CVE-2025-8268,0.00115,2025-12-27
837,CVE-2025-9054,0.00147,2025-12-27
838,CVE-2025-9321,0.00112,2025-12-27
839,CVE-2025-9816,0.00255,2025-12-27
840,CVE-2025-10137,0.00081,2025-12-28
841,CVE-2025-10147,0.00192,2025-12-28
842,CVE-2025-10412,0.00224,2025-12-28
843,CVE-2025-59834,0.01002,2025-12-28
844,CVE-2025-6921,0.00076,2025-12-28
845,CVE-2025-7045,0.00384,2025-12-28
846,CVE-2025-8268,0.00115,2025-12-28
847,CVE-2025-9054,0.00147,2025-12-28
848,CVE-2025-9321,0.00112,2025-12-28
849,CVE-2025-9816,0.00255,2025-12-28
850,CVE-2025-10137,0.00081,2025-12-29
851,CVE-2025-10147,0.00192,2025-12-29
852,CVE-2025-10412,0.00224,2025-12-29
853,CVE-2025-59834,0.01002,2025-12-29
854,CVE-2025-6921,0.00076,2025-12-29
855,CVE-2025-7045,0.00384,2025-12-29
856,CVE-2025-8268,0.00115,2025-12-29
857,CVE-2025-9054,0.00147,2025-12-29
858,CVE-2025-9321,0.00112,2025-12-29
859,CVE-2025-9816,0.00255,2025-12-29
860,CVE-2025-10137,0.00081,2025-12-30
861,CVE-2025-10147,0.00192,2025-12-30
862,CVE-2025-10412,0.00224,2025-12-30
863,CVE-2025-59834,0.01002,2025-12-30
864,CVE-2025-6921,0.00076,2025-12-30
865,CVE-2025-7045,0.00384,2025-12-30
866,CVE-2025-8268,0.00115,2025-12-30
867,CVE-2025-9054,0.00147,2025-12-30
868,CVE-2025-9321,0.00112,2025-12-30
869,CVE-2025-9816,0.00255,2025-12-30
870,CVE-2025-10137,0.00081,2025-12-31
871,CVE-2025-10147,0.00192,2025-12-31
872,CVE-2025-10412,0.00224,2025-12-31
873,CVE-2025-59834,0.01002,2025-12-31
874,CVE-2025-6921,0.00076,2025-12-31
875,CVE-2025-7045,0.00384,2025-12-31
876,CVE-2025-8268,0.00115,2025-12-31
877,CVE-2025-9054,0.00147,2025-12-31
878,CVE-2025-9321,0.00112,2025-12-31
879,CVE-2025-9816,0.00255,2025-12-31
880,CVE-2025-10137,0.00081,2026-01-01
881,CVE-2025-10147,0.00192,2026-01-01
882,CVE-2025-10412,0.00224,2026-01-01
883,CVE-2025-59834,0.01002,2026-01-01
884,CVE-2025-6921,0.00076,2026-01-01
885,CVE-2025-7045,0.00384,2026-01-01
886,CVE-2025-8268,0.00115,2026-01-01
887,CVE-2025-9054,0.00147,2026-01-01
888,CVE-2025-9321,0.00112,2026-01-01
889,CVE-2025-9816,0.00203,2026-01-01
890,CVE-2025-10137,0.00081,2026-01-02
891,CVE-2025-10147,0.00192,2026-01-02
892,CVE-2025-10412,0.00224,2026-01-02
893,CVE-2025-59834,0.01002,2026-01-02
894,CVE-2025-6921,0.00076,2026-01-02
895,CVE-2025-7045,0.00384,2026-01-02
896,CVE-2025-8268,0.00115,2026-01-02
897,CVE-2025-9054,0.00147,2026-01-02
898,CVE-2025-9321,0.00112,2026-01-02
899,CVE-2025-9816,0.00203,2026-01-02
900,CVE-2025-10137,0.00081,2026-01-03
901,CVE-2025-10147,0.00192,2026-01-03
902,CVE-2025-10412,0.00224,2026-01-03
903,CVE-2025-59834,0.01002,2026-01-03
904,CVE-2025-6921,0.00076,2026-01-03
905,CVE-2025-7045,0.00384,2026-01-03
906,CVE-2025-8268,0.00165,2026-01-03
907,CVE-2025-9054,0.00147,2026-01-03
908,CVE-2025-9321,0.00112,2026-01-03
909,CVE-2025-9816,0.00203,2026-01-03
910,CVE-2025-10137,0.00081,2026-01-04
911,CVE-2025-10147,0.00192,2026-01-04
912,CVE-2025-10412,0.00224,2026-01-04
913,CVE-2025-59834,0.01002,2026-01-04
914,CVE-2025-6921,0.00076,2026-01-04
915,CVE-2025-7045,0.00384,2026-01-04
916,CVE-2025-8268,0.00165,2026-01-04
917,CVE-2025-9054,0.00147,2026-01-04
918,CVE-2025-9321,0.00112,2026-01-04
919,CVE-2025-9816,0.00255,2026-01-04
920,CVE-2025-10137,0.00081,2026-01-05
921,CVE-2025-10147,0.00192,2026-01-05
922,CVE-2025-10412,0.00224,2026-01-05
923,CVE-2025-59834,0.01002,2026-01-05
924,CVE-2025-6921,0.00076,2026-01-05
925,CVE-2025-7045,0.00384,2026-01-05
926,CVE-2025-8268,0.00165,2026-01-05
927,CVE-2025-9054,0.00147,2026-01-05
928,CVE-2025-9321,0.00112,2026-01-05
929,CVE-2025-9816,0.00255,2026-01-05
930,CVE-2025-10137,0.00081,2026-01-06
931,CVE-2025-10147,0.00192,2026-01-06
932,CVE-2025-10412,0.00224,2026-01-06
933,CVE-2025-59834,0.01002,2026-01-06
934,CVE-2025-6921,0.00076,2026-01-06
935,CVE-2025-7045,0.00447,2026-01-06
936,CVE-2025-8268,0.00165,2026-01-06
937,CVE-2025-9054,0.00147,2026-01-06
938,CVE-2025-9321,0.00112,2026-01-06
939,CVE-2025-9816,0.00255,2026-01-06
940,CVE-2025-10137,0.00081,2026-01-07
941,CVE-2025-10147,0.00192,2026-01-07
942,CVE-2025-10412,0.00224,2026-01-07
943,CVE-2025-59834,0.01002,2026-01-07
944,CVE-2025-6921,0.00076,2026-01-07
945,CVE-2025-7045,0.00447,2026-01-07
946,CVE-2025-8268,0.00165,2026-01-07
947,CVE-2025-9054,0.00147,2026-01-07
948,CVE-2025-9321,0.00112,2026-01-07
949,CVE-2025-9816,0.00255,2026-01-07
950,CVE-2025-10137,0.00081,2026-01-08
951,CVE-2025-10147,0.00192,2026-01-08
952,CVE-2025-10412,0.00224,2026-01-08
953,CVE-2025-59834,0.01002,2026-01-08
954,CVE-2025-6921,0.00076,2026-01-08
955,CVE-2025-7045,0.00447,2026-01-08
956,CVE-2025-8268,0.00165,2026-01-08
957,CVE-2025-9054,0.00147,2026-01-08
958,CVE-2025-9321,0.00112,2026-01-08
959,CVE-2025-9816,0.00255,2026-01-08
960,CVE-2025-10137,0.00081,2026-01-09
961,CVE-2025-10147,0.00192,2026-01-09
962,CVE-2025-10412,0.00224,2026-01-09
963,CVE-2025-59834,0.01002,2026-01-09
964,CVE-2025-6921,0.00076,2026-01-09
965,CVE-2025-7045,0.00447,2026-01-09
966,CVE-2025-8268,0.00165,2026-01-09
967,CVE-2025-9054,0.00147,2026-01-09
968,CVE-2025-9321,0.00112,2026-01-09
969,CVE-2025-9816,0.00255,2026-01-09
970,CVE-2025-10137,0.00081,2026-01-10
971,CVE-2025-10147,0.00192,2026-01-10
972,CVE-2025-10412,0.00224,2026-01-10
973,CVE-2025-59834,0.01002,2026-01-10
974,CVE-2025-6921,0.00076,2026-01-10
975,CVE-2025-7045,0.00447,2026-01-10
976,CVE-2025-8268,0.00165,2026-01-10
977,CVE-2025-9054,0.00147,2026-01-10
978,CVE-2025-9321,0.00112,2026-01-10
979,CVE-2025-9816,0.00255,2026-01-10
980,CVE-2025-10137,0.00081,2026-01-11
981,CVE-2025-10147,0.00192,2026-01-11
982,CVE-2025-10412,0.00224,2026-01-11
983,CVE-2025-59834,0.01002,2026-01-11
984,CVE-2025-6921,0.00076,2026-01-11
985,CVE-2025-7045,0.00447,2026-01-11
986,CVE-2025-8268,0.00165,2026-01-11
987,CVE-2025-9054,0.00147,2026-01-11
988,CVE-2025-9321,0.00112,2026-01-11
989,CVE-2025-9816,0.00255,2026-01-11
